Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Tailoring,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered Dinosaur Leather,,
Tailoring,,,3x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Feathered Assault Isongos,#N/A,2x,Feathered Ornament,1x,Mastered Feathered Assault Isongos,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Feathered Ornament,2,Lacquered Dinosaur Leather,2,Chultan Silk Thread,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Feathered Assault Isongos,1,0,0,0,Tailoring,Mastered Feathered Assault Isongos,,Chultan Masterwork - Tailoring II,Feathered Ornament,Mastered Feathered Assault Isongos,No
Tailoring,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered Dinosaur Leather,,
Tailoring,,,3x,Chultan Silk Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk Thread,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Feathered Raid Isongos,#N/A,2x,Feathered Ornament,1x,Mastered Feathered Raid Isongos,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Feathered Ornament,2,Lacquered Dinosaur Leather,2,Chultan Silk Thread,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Feathered Raid Isongos,1,0,0,0,Tailoring,Mastered Feathered Raid Isongos,,Chultan Masterwork - Tailoring II,Feathered Ornament,Mastered Feathered Raid Isongos,No
Tailoring,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered Dinosaur Leather,,
Tailoring,,,3x,Chultan Silk Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk Thread,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Silk Assault Ngubo,#N/A,4x,Chultan Silk,1x,Mastered Silk Assault Ngubo,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Chultan Silk,4,Hardened Bronzewood,2,Feathered Ornament,2,Lion Fur,1,Living Varnish,1,0,0,0,0,0,0,Mastered Silk Assault Ngubo,1,0,0,0,Tailoring,Mastered Silk Assault Ngubo,,Chultan Masterwork - Tailoring II,Chultan Silk,Mastered Silk Assault Ngubo,No
Tailoring,,,2x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Hardened Bronzewood,,
Tailoring,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Feathered Ornament,,
Tailoring,,,1x,Lion Fur,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lion Fur,,
Tailoring,,,1x,Living Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Silk Raid Ngubo,#N/A,4x,Chultan Silk,1x,Mastered Silk Raid Ngubo,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Chultan Silk,4,Hardened Bronzewood,2,Feathered Ornament,2,Lion Fur,1,Living Varnish,1,0,0,0,0,0,0,Mastered Silk Raid Ngubo,1,0,0,0,Tailoring,Mastered Silk Raid Ngubo,,Chultan Masterwork - Tailoring II,Chultan Silk,Mastered Silk Raid Ngubo,No
Tailoring,,,2x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Hardened Bronzewood,,
Tailoring,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Feathered Ornament,,
Tailoring,,,1x,Lion Fur,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lion Fur,,
Tailoring,,,1x,Living Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Bronzewood Assault Imaski,#N/A,2x,Jute Macrame,1x,Mastered Bronzewood Assault Imaski,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Jute Macrame,2,Fanged Ornament,2,Chultan Silk,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Bronzewood Assault Imaski,1,0,0,0,Tailoring,Mastered Bronzewood Assault Imaski,,Chultan Masterwork - Tailoring II,Jute Macrame,Mastered Bronzewood Assault Imaski,No
Tailoring,,,2x,Fanged Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fanged Ornament,,
Tailoring,,,3x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Bronzewood Raid Imaski,#N/A,2x,Jute Macrame,1x,Mastered Bronzewood Raid Imaski,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Jute Macrame,2,Fanged Ornament,2,Chultan Silk,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Bronzewood Raid Imaski,1,0,0,0,Tailoring,Mastered Bronzewood Raid Imaski,,Chultan Masterwork - Tailoring II,Jute Macrame,Mastered Bronzewood Raid Imaski,No
Tailoring,,,2x,Fanged Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fanged Ornament,,
Tailoring,,,3x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Beaded Sash,#N/A,1x,Soulfired Obsidian,1x,Mastered Beaded Sash,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,1,Brilliant Bead,2,Chultan Silk,4,Jute Macrame,1,,,0,0,0,0,-999,0,Mastered Beaded Sash,1,0,0,0,Tailoring,Mastered Beaded Sash,,Chultan Masterwork - Tailoring II,Soulfired Obsidian,Mastered Beaded Sash,No
Tailoring,,,2x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Brilliant Bead,,
Tailoring,,,4x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Jute Macrame,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Jute Macrame,,
Tailoring,Mastered Bronzewood Sash,#N/A,1x,Living Bronzewood,1x,Mastered Bronzewood Sash,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Living Bronzewood,1,Brilliant Bead,2,Chultan Silk,4,Jute Macrame,1,,,0,0,0,0,-999,0,Mastered Bronzewood Sash,1,0,0,0,Tailoring,Mastered Bronzewood Sash,,Chultan Masterwork - Tailoring II,Living Bronzewood,Mastered Bronzewood Sash,No
Tailoring,,,2x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Brilliant Bead,,
Tailoring,,,4x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Jute Macrame,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Jute Macrame,,
Tailoring,Mastered Fanged Sash,#N/A,1x,Soulfired Obsidian,1x,Mastered Fanged Sash,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,1,Fanged Ornament,2,Chultan Silk,4,Jute Macrame,1,,,0,0,0,0,-999,0,Mastered Fanged Sash,1,0,0,0,Tailoring,Mastered Fanged Sash,,Chultan Masterwork - Tailoring II,Soulfired Obsidian,Mastered Fanged Sash,No
Tailoring,,,2x,Fanged Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fanged Ornament,,
Tailoring,,,4x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Jute Macrame,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Jute Macrame,,
Tailoring,Mastered Lichstone Sash,#N/A,1x,Lichstone Enamel,1x,Mastered Lichstone Sash,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Lichstone Enamel,1,Obsidian Shard,2,Chultan Silk,4,Jute Macrame,1,,,0,0,0,0,-999,0,Mastered Lichstone Sash,1,0,0,0,Tailoring,Mastered Lichstone Sash,,Chultan Masterwork - Tailoring II,Lichstone Enamel,Mastered Lichstone Sash,No
Tailoring,,,2x,Obsidian Shard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Obsidian Shard,,
Tailoring,,,4x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Jute Macrame,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Jute Macrame,,
Tailoring,Mastered Silk Mecatica,#N/A,3x,Soulfired Obsidian,1x,Mastered Silk Mecatica,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,3,Brilliant Bead,4,Feathered Ornament,2,Chultan Silk Thread,1,,,0,0,0,0,-999,0,Mastered Silk Mecatica,1,0,0,0,Tailoring,Mastered Silk Mecatica,,Chultan Masterwork - Tailoring II,Soulfired Obsidian,Mastered Silk Mecatica,No
Tailoring,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Brilliant Bead,,
Tailoring,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Feathered Ornament,,
Tailoring,,,1x,Chultan Silk Thread,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk Thread,,
Tailoring,Fey Fibers,#N/A,12x,Dryad Hair,1x,Fey Fibers,1400,1400,81.43%,9.36%,"180,000","211,024",No AH value,,,2.8875,Yes,Sharandar Masterwork - Tailoring,,1.65,75,2.8875,0,0.8142857143,0.09357142857,180000,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"1,002,857",0,0,0,0,,Dryad Hair,12,Weeping Willow's Tears,6,,,,,,,120000,60000,-999,-999,-999,180000,Fey Fibers,1,0,0,0,Tailoring,Fey Fibers,,Sharandar Masterwork - Tailoring,Dryad Hair,Fey Fibers,Yes
Tailoring,,,6x,Weeping Willow's Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Weeping Willow's Tears,,
Tailoring,Fey'd Fabrics,#N/A,12x,Dryad Hair,3x,Fey'd Fabrics,1400,1400,81.43%,9.36%,"180,000","211,024",No AH value,,,2.8875,Yes,Sharandar Masterwork - Tailoring,,1.65,75,2.8875,0,0.8142857143,0.09357142857,180000,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"1,002,857",0,0,0,0,,Dryad Hair,12,Weeping Willow's Tears,6,,,,,,,120000,60000,-999,-999,-999,180000,Fey'd Fabrics,3,0,0,0,Tailoring,Fey'd Fabrics,,Sharandar Masterwork - Tailoring,Dryad Hair,Fey'd Fabrics,Yes
Tailoring,,,6x,Weeping Willow's Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Weeping Willow's Tears,,
Tailoring,Woven Fey Leaves,#N/A,4x,Fey Fibers,2x,Woven Fey Leaves,1400,1400,81.43%,9.36%,"41,000","48,067",No AH value,,,2.8875,Yes,Sharandar Masterwork - Tailoring,,1.65,75,2.8875,0,0.8142857143,0.09357142857,41000,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"228,429",0,0,0,0,,Fey Fibers,4,Soulfire Flies,1,Dryad Hair,4,,,,,0,1000,40000,-999,-999,41000,Woven Fey Leaves,2,0,0,0,Tailoring,Woven Fey Leaves,,Sharandar Masterwork - Tailoring,Fey Fibers,Woven Fey Leaves,Yes
Tailoring,,,1x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Soulfire Flies,,
Tailoring,,,4x,Dryad Hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Dryad Hair,,
Tailoring,Woven Whiskers,#N/A,15x,Displacer Beast's Whisker,2x,Woven Whiskers,1400,1400,81.43%,9.36%,"1,350,000","1,582,680",No AH value,,,2.8875,Yes,Sharandar Masterwork - Tailoring,,1.65,75,2.8875,0,0.8142857143,0.09357142857,1350000,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"7,521,429",0,0,0,0,,Displacer Beast's Whisker,15,,,,,,,,,1350000,-999,-999,-999,-999,1350000,Woven Whiskers,2,0,0,0,Tailoring,Woven Whiskers,,Sharandar Masterwork - Tailoring,Displacer Beast's Whisker,Woven Whiskers,Yes
Tailoring,Commissioned Fey'd Fabric Rolls,#N/A,25x,Lacquered Leaves,1x,Commissioned Fey'd Fabric Rolls,1400,1400,81.43%,9.36%,"4,000","4,689",No AH value,,,3.5000,No,Sharandar Masterwork - Tailoring,,2,75,3.5,0,0.8142857143,0.09357142857,4000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"22,286",0,0,0,0,,Lacquered Leaves,25,Fey Fibers,5,Soulfire Flies,4,,,,,0,0,4000,-999,-999,4000,Commissioned Fey'd Fabric Rolls,1,0,0,0,Tailoring,Commissioned Fey'd Fabric Rolls,,Sharandar Masterwork - Tailoring,Lacquered Leaves,Commissioned Fey'd Fabric Rolls,No
Tailoring,,,5x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fey Fibers,,
Tailoring,,,4x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Soulfire Flies,,
Tailoring,Commissioned Padded Jacket,#N/A,8x,Fey Fibers,1x,Commissioned Padded Jacket,1400,1400,81.43%,9.36%,"2,000","2,345",No AH value,,,3.5000,No,Sharandar Masterwork - Tailoring,,2,75,3.5,0,0.8142857143,0.09357142857,2000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"11,143",0,0,0,0,,Fey Fibers,8,Woven Fey Leaves,4,Silver Vines,4,Soulfire Flies,2,,,0,0,0,2000,-999,2000,Commissioned Padded Jacket,1,0,0,0,Tailoring,Commissioned Padded Jacket,,Sharandar Masterwork - Tailoring,Fey Fibers,Commissioned Padded Jacket,No
Tailoring,,,4x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Woven Fey Leaves,,
Tailoring,,,4x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Silver Vines,,
Tailoring,,,2x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Soulfire Flies,,
Tailoring,Commissioned Sleeping Roll,#N/A,6x,Dryad Hair,1x,Commissioned Sleeping Roll,1400,1400,81.43%,9.36%,"63,000","73,858",No AH value,,,3.5000,No,Sharandar Masterwork - Tailoring,,2,75,3.5,0,0.8142857143,0.09357142857,63000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"351,000",0,0,0,0,,Dryad Hair,6,Hardened Blight Bark,4,Fey Fibers,4,Beads of Light,2,,,60000,3000,0,0,-999,63000,Commissioned Sleeping Roll,1,0,0,0,Tailoring,Commissioned Sleeping Roll,,Sharandar Masterwork - Tailoring,Dryad Hair,Commissioned Sleeping Roll,No
Tailoring,,,4x,Hardened Blight Bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Hardened Blight Bark,,
Tailoring,,,4x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fey Fibers,,
Tailoring,,,2x,Beads of Light,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Beads of Light,,
Tailoring,Commissioned Tent Panels,#N/A,12x,Lacquered Leaves,1x,Commissioned Tent Panels,1400,1400,81.43%,9.36%,0,0,No AH value,,,3.5000,No,Sharandar Masterwork - Tailoring,,2,75,3.5,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Lacquered Leaves,12,Woven Whiskers,4,Frozen Dawn's Dew,4,Thorned Ornament,2,,,0,0,0,0,-999,0,Commissioned Tent Panels,1,0,0,0,Tailoring,Commissioned Tent Panels,,Sharandar Masterwork - Tailoring,Lacquered Leaves,Commissioned Tent Panels,No
Tailoring,,,4x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Woven Whiskers,,
Tailoring,,,4x,Frozen Dawn's Dew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Frozen Dawn's Dew,,
Tailoring,,,2x,Thorned Ornament,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Thorned Ornament,,
Tailoring,Silvervine Net,#N/A,3x,Hardened Blight Bark,1x,Silvervine Net,1400,1400,81.43%,9.36%,"3,250","3,810",No AH value,,,8.7500,No,Sharandar Masterwork - Tailoring,,5,75,8.75,0,0.8142857143,0.09357142857,3250,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"18,107",0,0,0,0,,Hardened Blight Bark,3,Feywood Lumber,2,Lacquered 'Aged' Leather,1,Soulfire Flies,1,,,2250,0,0,1000,-999,3250,Silvervine Net,1,0,0,0,Tailoring,Silvervine Net,,Sharandar Masterwork - Tailoring,Hardened Blight Bark,Silvervine Net,No
Tailoring,,,2x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Feywood Lumber,,
Tailoring,,,1x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered 'Aged' Leather,,
Tailoring,,,1x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Soulfire Flies,,
Tailoring,Fey'd Leaf Sword Knot,#N/A,3x,Frozen Dawn's Dew,1x,Fey'd Leaf Sword Knot,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Tailoring,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Frozen Dawn's Dew,3,Beads of Light,4,Crystalline Ornament,2,Fey Fibers,1,,,0,0,0,0,-999,0,Fey'd Leaf Sword Knot,1,0,0,0,Tailoring,Fey'd Leaf Sword Knot,,Sharandar Masterwork - Tailoring,Frozen Dawn's Dew,Fey'd Leaf Sword Knot,No
Tailoring,,,4x,Beads of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Beads of Light,,
Tailoring,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Crystalline Ornament,,
Tailoring,,,1x,Fey Fibers,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Fey Fibers,,
Tailoring,Fey'd Leaf Branch Crown,#N/A,2x,Woven Whiskers,1x,Fey'd Leaf Branch Crown,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Tailoring,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Woven Whiskers,2,Thorned Ornament,2,Woven Fey Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Fey'd Leaf Branch Crown,1,0,0,0,Tailoring,Fey'd Leaf Branch Crown,,Sharandar Masterwork - Tailoring,Woven Whiskers,Fey'd Leaf Branch Crown,No
Tailoring,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Thorned Ornament,,
Tailoring,,,3x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Woven Fey Leaves,,
Tailoring,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Salty Tears Varnish,,
